date,agent,file,line,status,comment
20260407,ht9045-v899,AutoClean\cCleanKitPickPlan.h,2,same-file,//AI(ht9045-v899) 20260407: new class to replace SearchCleanKitUpDown search/plan/assign logic
20260407,ht9045-v899,AutoClean\cCleanKitPickPlan.h,23,same-file,//AI(ht9045-v899) 20260407: runtime flag to switch between new class and old logic
20260407,ht9045-v899,ainarm9045_1x1_1.cpp,564,same-file,//AI(ht9045-v899) 20260407: add for CheckInArmDestroyICFail return value
20260407,ht9045-v899,ainarm9045_1x1_1.cpp,894,MISSING,//AI(ht9045-v899) 20260407: align with 2x4_8 baseline — add bCheckInarmPlaceShuttle + CheckInArmDestroyICFail
20260407,ht9045-v899,ainarm9045_1x1_1.cpp,1243,MISSING,//AI(ht9045-v899) 20260407: align with 2x4_8 baseline — add CheckInArmDestroyICFail for SHT2
20260407,ht9045-v899,ainarm9045_1x4_4.cpp,555,same-file,//AI(ht9045-v899) 20260407: integrate CompactSearch for anti-fragmentation HP placement
20260407,ht9045-v899,ainarm9045_1x4_4.cpp,818,same-file,//AI(ht9045-v899) 20260407: integrate CompactSearch for post-place re-search
20260407,ht9045-v899,ainarm9045_1x4_4.cpp,2159,same-file,//AI(ht9045-v899) 20260407: pre-Loader limit gate - skip if no reachable HP cell
20260407,ht9045-v899,ainarm9045_1x4_4.cpp,2745,same-file,//AI(ht9045-v899) 20260407: integrate CompactSearch for HP-check search
20260407,ht9045-v899,cSiteUseManager.cpp,294,same-file,//AI(ht9045-v899) 20260407: force 1x1 single-cell search for starting position.
20260407,ht9045-v899,cSiteUseManager.cpp,339,same-file,"//AI(ht9045-v899) 20260407: scan Y outer, X inner (left-to-right then top-to-bottom)"
20260407,ht9045-v899,cSiteUseManager.cpp,394,same-file,//AI(ht9045-v899) 20260407: dump all diagnostic info on search failure for root cause analysis
20260407,ht9045-v899,cSiteUseManager.cpp,407,same-file,//AI(ht9045-v899) 20260407: DISABLED ��� iPitchSpan=iXpitchMaxX3 is too conservative
20260407,ht9045-v899,cSiteUseManager.cpp,439,same-file,//AI(ht9045-v899) 20260407: diagnostic dump on CompactSearch failure ��� log all decision params + HP grid
20260407,ht9045-v899,cSiteUseManager.cpp,455,same-file,//AI(ht9045-v899) 20260407: fix dump to use correct struct for XPitch/YPitch
20260407,ht9045-v899,cSiteUseManager.h,60,same-file,//AI(ht9045-v899) 20260407: diagnostic dump on CompactSearch failure
20260407,ht9045-v899,note.cpp,1027,MISSING,"//AI(ht9045-v899) 20260407: only Pause when Note closed via BtnPauseClick (SoftStop==true), skip when closed via Start to prevent false MES2111"
20260408,ht9045-v899,AutoClean\AutoClean.cpp,1652,other-file,//AI(ht9045-v899) 20260408: global plan instance shared across pick/move/check functions
20260408,ht9045-v899,AutoClean\AutoClean.cpp,1941,MISSING,//AI(ht9045-v899) 20260408: check if current shuttle group has any sucker demand
20260408,ht9045-v899,AutoClean\AutoClean.cpp,2782,MISSING,//AI(ht9045-v899) 20260408: plan-driven pick - iterate plan slots instead of hardcoded j=0..3
20260408,ht9045-v899,AutoClean\AutoClean.cpp,3040,MISSING,"//AI(ht9045-v899) 20260408: kit empty but arm has partial pick - skip 3000-3100 loop, go finish (S6)"
20260408,ht9045-v899,AutoClean\AutoClean.cpp,3082,MISSING,"//AI(ht9045-v899) 20260408: safety net - if CKPP plan not found, return pick complete"
20260408,ht9045-v899,AutoClean\AutoClean.cpp,3370,MISSING,//AI(ht9045-v899) 20260408: unified plan-driven contact count + completion check (S5)
20260408,ht9045-v899,AutoClean\AutoClean.cpp,5116,MISSING,//AI(ht9045-v899) 20260408: purge phantom HAS_NULL_CLEAN_IC from InArm before dispatch
20260408,ht9045-v899,AutoClean\cCleanKitPickPlan.h,101,same-file,//AI(ht9045-v899) 20260408: check if current shuttle group has sucker demand
20260408,ht9045-v899,AutoClean\cCleanKitPickPlan.h,103,same-file,//AI(ht9045-v899) 20260408: accessors for downstream plan-driven functions
20260408,ht9045-v899,AutoClean\cCleanKitPickPlan.h,128,same-file,//AI(ht9045-v899) 20260408: global plan instance shared across pick/move/check functions
20260409,ht9045-v899,AutoClean\AutoClean.cpp,2116,MISSING,//AI(ht9045-v899) 20260409: recycle CLEAN_FINISH_IC -> HAS_CLEAN_IC before search so returned pads are reusable
20260410,ht9045-v899,CosFunction.cpp,3381,MISSING,//AI(ht9045-v899) 20260410: enable SortingBinTray when CleanOut for FOREHOPE_NINGBO
20260414,ht9045-v899,AutoClean\uCleaning.cpp,561,MISSING,//AI(ht9045-v899) 20260414: zero all pad counts when DevicePices or tray layout changes to prevent stale counts causing false WAR1922
20260414,ht9045-v899,AutoClean\uCleaning.cpp,1949,MISSING,//AI(ht9045-v899) 20260414: fix operator precedence - was iDeviceNum==24 always true
20260414,ht9045-v899,HS_Function.cpp,1360,MISSING,//AI(ht9045-v899) 20260414: trace daily-upload entry only (iLog>=5) to avoid timer-driven log bloat
20260414,ht9045-v899,HS_Function.cpp,1371,MISSING,//AI(ht9045-v899) 20260414: trace skip reason
20260414,ht9045-v899,HS_Function.cpp,1983,MISSING,//AI(ht9045-v899) 20260414: diagnostic log only on daily-upload path to avoid timer-driven bloat
20260414,ht9045-v899,HS_Function.cpp,1997,MISSING,//AI(ht9045-v899) 20260414: trace success
20260414,ht9045-v899,HS_Function.cpp,2002,MISSING,//AI(ht9045-v899) 20260414: trace failure
20260414,ht9045-v899,HS_Function.cpp,2008,MISSING,//AI(ht9045-v899) 20260414: trace missing file
20260414,ht9045-v899,HS_Function.cpp,2014,MISSING,//AI(ht9045-v899) 20260414: trace connect failure
20260414,ht9045-v899,main.cpp,25658,MISSING,//AI(ht9045-v899) 20260414: pack MNetLog into StateRecord when N10-3 daily upload enabled for FTP diagnostic
20260415,ht9045-v899,HS_Function.cpp,48,MISSING,//AI(ht9045-v899) 20260415: forward-declare MNetLog before first use at UpDataToServer_KYEC
20260415,ht9045-v899,HS_Function.cpp,1773,MISSING,//AI(ht9045-v899) 20260415: swap SystemDate to yesterday before GetProdLog to fix cross-midnight filename mismatch
20260415,ht9045-v899,HS_Function.cpp,1802,MISSING,//AI(ht9045-v899) 20260415: swap SystemDate to yesterday before GetGPIBLog to fix cross-midnight filename mismatch
20260415,ht9045-v899,cShowBinSelect.cpp,815,MISSING,//AI(ht9045-v899) 20260415: dynamic stack layout for tsIndex tab to prevent overlapping panels
20260415,ht9045-v899,cShowBinSelect.cpp,1491,MISSING,//AI(ht9045-v899) 20260415: dynamic height for tsIndex based on visible panel stack
20260416,ht9045-v899,AutoClean\AutoClean.cpp,2903,MISSING,//AI(ht9045-v899) 20260416: revert phantom-marking skip per Gigas feedback - V898 did not have this guard
20260417,ht9045-v899,AutoClean\AutoClean.cpp,5199,MISSING,//AI(ht9045-v899) 20260417: revert to V898 logic - premature CLEAN_FINISH_IC recycling caused pick to restart from col 0 instead of continuing right half
20260417,ht9045-v899,AutoClean\AutoClean.cpp,5809,MISSING,//AI(ht9045-v899) 20260417: revert to V898 logic - premature CLEAN_FINISH_IC recycling caused pick restart from col 0 (ARM2)
20260417,ht9045-v899,cShowBinSelect.cpp,809,MISSING,//AI(ht9045-v899) 20260417: show AutoDeviceEjection panel for QLE or by config flag
20260417,ht9045-v899,cmydef.cpp,4995,same-file,//AI(ht9045-v899) 20260417: config flag for AutoDeviceEjection panel
20260417,ht9045-v899,cmydef.h,4937,same-file,//AI(ht9045-v899) 20260417: add config flag to show AutoDeviceEjection panel
20260417,ht9045-v899,database.cpp,729,same-file,//AI(ht9045-v899) 20260417: read AutoDeviceEjection flag from Gerneral.ini
20260417,Jimmy,uTemp_Set.cpp,6440,same-file,//AI(Jimmy) 20260417: fix typo - 第二個 subscript 應為 [1][0][1] 而非重複 [1][0][0]，
20260417,Jimmy,uTemp_Set.cpp,6441,same-file,//AI(Jimmy) 20260417: 造成 Arm2 col0 的 offset index 被 24 覆蓋成 Ba2，SingleSite/1x2 時 Arm2 改 Aa2 無效、改 Ba2 才生效
20260420,BVL-3766,HS_Function.cpp,26,MISSING,//AI(BVL-3766) 20260420: 開關 site 時要即時重寫 GTK info.txt
20260420,BVL-3766,ProductionInfo\ProductionInfo.cpp,4922,same-file,//AI(BVL-3766) 20260420: 本功能為超豐(GTK Loader Agent)專用，非 CC_Greatek 不寫 GTK_Control\flag\info.txt
20260420,BVL-3766,ProductionInfo\ProductionInfo.cpp,4946,same-file,"//AI(BVL-3766) 20260420: site 編號改用欄交錯(column-major, A奇B偶)，與機台 UI/吸嘴索引慣例(i + j*iShtRow + 1)一致"
20260421,ht9045-v899,CosFunction.cpp,1881,same-file,//AI(ht9045-v899) 20260421: 全智反饋 Auto Contact Height Calibration / Contact Test 過程若 IC drop 無偵測會壓壞 IC 與配件，啟用 Index Z 取料/下壓掉料保護
20260421,ht9045-v899,CosFunction.cpp,4115,same-file,//AI(ht9045-v899) 20260421: 全智(GIGAS)專用，預設關閉，由 FUNC_CC_GIGAS 開啟；Contact/Auto Height 加強掉料偵測
20260421,ht9045-v899,CosFunction.h,170,same-file,//AI(ht9045-v899) 20260421: 全智(GIGAS)要求 Auto/Contact Test 過程加強 IC 掉料/吸取失敗偵測，避免下一刀下壓壓壞 IC 與配件
20260421,JimmyChiu,Public\HTEditList.cpp,2952,same-file,//AI(JimmyChiu) 20260421: Fix C NULL guard
20260421,JimmyChiu,Public\HTEditList.cpp,2959,same-file,//AI(JimmyChiu) 20260421: Fix C reset counter on failure
20260421,JimmyChiu,Public\HTEditList.cpp,2960,same-file,//AI(JimmyChiu) 20260421: Fix C diag log
20260421,ht9045-v899,cContact.cpp,3300,same-file,//AI(ht9045-v899) 20260421: 全智 Contact/Auto Height 吸取後立即驗證每個應吸取 site 的真空 sensor，掉料/沒吸到時直接停止下壓避免下一刀壓壞 IC 與配件
20260421,ht9045-v899,cContact.cpp,3371,same-file,//AI(ht9045-v899) 20260421: 全智要求掉料時直接中止 Contact/Auto Height，避免下一刀下壓壓壞 IC/配件
20260421,ht9045-v899,cContact.cpp,4333,same-file,//AI(ht9045-v899) 20260421: 全智 Contact/Auto Height 吸取後立即驗證每個應吸取 site 的真空 sensor，掉料/沒吸到時直接停止下壓避免下一刀壓壞 IC 與配件
20260421,ht9045-v899,cContact.cpp,4404,same-file,//AI(ht9045-v899) 20260421: 全智要求掉料時直接中止 Contact/Auto Height，避免下一刀下壓壓壞 IC/配件
20260422,ht9045-v899,Automation\automation.cpp,1027,same-file,//AI(ht9045-v899) 20260422: support MAIN_STATUS_INQUIRE and normalize status reply
20260422,ht9045-v899,Monitor\MonitorInterface.cpp,39,same-file,//AI(ht9045-v899) 20260422: initialize Greatek monitor Ch3 status slot
20260422,ht9045-v899,Monitor\MonitorInterface.cpp,220,same-file,//AI(ht9045-v899) 20260422: reopen Greatek monitor Ch3 after reconnect
20260422,ht9045-v899,Monitor\MonitorInterface.cpp,318,same-file,//AI(ht9045-v899) 20260422: sync Greatek monitor Ch3 close with Ch0
20260422,ht9045-v899,Monitor\MonitorInterface.h,93,same-file,//AI(ht9045-v899) 20260422: expand monitor status array for Greatek Ch3
20260422,ht9045-v899,csystem.cpp,4381,same-file,//AI(ht9045-v899) 20260422: sync Greatek monitor Ch3 open with Ch0
20260423,ht9045-v899,AutoClean\uCleaning.cpp,148,MISSING,//AI(ht9045-v899) 20260423: Greatek要求 default 60->1 (CASE-20260423-001)
20260423,ht9045-v899,AutoClean\uCleaning.cpp,149,MISSING,//AI(ht9045-v899) 20260423: Greatek要求 default 60->1 (CASE-20260423-001)
20260423,ht9045-v899,AutoClean\uCleaning.cpp,150,MISSING,//AI(ht9045-v899) 20260423: Greatek要求 default 60->1 (CASE-20260423-001)
20260423,ht9045-v899,AutoClean\uCleaning.cpp,151,MISSING,//AI(ht9045-v899) 20260423: Greatek要求 default 60->1 (CASE-20260423-001)
20260423,ht9045-v899,HT9045.cpp,121,same-file,//AI(ht9045-v899) 20260423: BootLog for crash diagnosis when 24V/hardware not ready
20260423,ht9045-v899,HT9045.cpp,126,same-file,//AI(ht9045-v899) 20260423: rotate + first checkpoint at the very entry
20260423,ht9045-v899,HT9045.cpp,158,same-file,//AI(ht9045-v899) 20260423: log WinMain EXE path check before VCL initialize
20260423,ht9045-v899,HT9045.cpp,161,same-file,//AI(ht9045-v899) 20260423: log VCL application initialize completion
20260423,ht9045-v899,HT9045.cpp,276,same-file,//AI(ht9045-v899) 20260423: log form creation completion before message loop
20260423,ht9045-v899,HT9045.cpp,278,same-file,//AI(ht9045-v899) 20260423: log normal return from VCL message loop
20260423,ht9045-v899,HT9045.cpp,282,same-file,//AI(ht9045-v899) 20260423: capture init-phase exception (e.g. 24V not on)
20260423,ht9045-v899,HT9045.cpp,288,same-file,//AI(ht9045-v899) 20260423: capture non-VCL exception (AV / SEH)
20260423,ht9045-v899,HandlerSys.cpp,101,same-file,//AI(ht9045-v899) 20260423: load empty y stepper checkbox
20260423,ht9045-v899,HandlerSys.cpp,102,same-file,//AI(ht9045-v899) 20260423: load color y stepper checkbox
20260423,ht9045-v899,HandlerSys.cpp,103,same-file,//AI(ht9045-v899) 20260423: load auto1 y stepper checkbox
20260423,ht9045-v899,HandlerSys.cpp,104,same-file,//AI(ht9045-v899) 20260423: load auto2 y stepper checkbox
20260423,ht9045-v899,HandlerSys.cpp,105,same-file,//AI(ht9045-v899) 20260423: load auto3 y stepper checkbox
20260423,ht9045-v899,HandlerSys.cpp,486,same-file,"//AI(ht9045-v899) 20260423: cassette mode (Boat Carrier) already owns MAuto1Y/MAuto2Y, force-disable LOAD_Y_USE_MOTOR[3]/[4] to avoid motor contention"
20260423,ht9045-v899,HandlerSys.cpp,495,same-file,//AI(ht9045-v899) 20260423: persist empty y stepper
20260423,ht9045-v899,HandlerSys.cpp,496,same-file,//AI(ht9045-v899) 20260423: persist color y stepper
20260423,ht9045-v899,HandlerSys.cpp,497,same-file,//AI(ht9045-v899) 20260423: persist auto1 y stepper
20260423,ht9045-v899,HandlerSys.cpp,498,same-file,//AI(ht9045-v899) 20260423: persist auto2 y stepper
20260423,ht9045-v899,HandlerSys.cpp,499,same-file,//AI(ht9045-v899) 20260423: persist auto3 y stepper
20260423,ht9045-v899,HandlerSys.cpp,519,MISSING,//AI(ht9045-v899) 20260423: apply empty y stepper
20260423,ht9045-v899,HandlerSys.cpp,520,MISSING,//AI(ht9045-v899) 20260423: apply color y stepper
20260423,ht9045-v899,HandlerSys.cpp,521,MISSING,//AI(ht9045-v899) 20260423: apply auto1 y stepper
20260423,ht9045-v899,HandlerSys.cpp,522,MISSING,//AI(ht9045-v899) 20260423: apply auto2 y stepper
20260423,ht9045-v899,HandlerSys.cpp,523,MISSING,//AI(ht9045-v899) 20260423: apply auto3 y stepper
20260423,ht9045-v899,HandlerSys.h,455,same-file,//AI(ht9045-v899) 20260423: auto3 y stepper checkbox
20260423,ht9045-v899,Public\cBootLog.cpp,2,same-file,"//AI(ht9045-v899) 20260423: BootLog implementation (pure Win32, no VCL deps in hot path)"
20260423,ht9045-v899,Public\cBootLog.h,2,same-file,"//AI(ht9045-v899) 20260423: BootLog for crash diagnosis (always-on, file-based)"
20260423,ht9045-v899,asendic.cpp,1290,same-file,//AI(ht9045-v899) 20260423: dispatch stepper by track
20260423,ht9045-v899,asendic.cpp,1334,same-file,//AI(ht9045-v899) 20260423: stop dispatched stepper for empty/color/auto1~3
20260423,ht9045-v899,asendic.cpp,1389,same-file,//AI(ht9045-v899) 20260423: dispatch stepper by track
20260423,ht9045-v899,asendic.cpp,1434,same-file,//AI(ht9045-v899) 20260423: stop dispatched stepper for empty/color/auto1~3
20260423,ht9045-v899,database.cpp,760,same-file,//AI(ht9045-v899) 20260423: enable empty y stepper
20260423,ht9045-v899,database.cpp,761,same-file,//AI(ht9045-v899) 20260423: enable color y stepper
20260423,ht9045-v899,database.cpp,762,same-file,//AI(ht9045-v899) 20260423: enable auto1 y stepper
20260423,ht9045-v899,database.cpp,763,same-file,//AI(ht9045-v899) 20260423: enable auto2 y stepper
20260423,ht9045-v899,database.cpp,764,same-file,//AI(ht9045-v899) 20260423: enable auto3 y stepper
20260423,ht9045-v899,main.cpp,6,MISSING,//AI(ht9045-v899) 20260423: BootLog for crash diagnosis (24V-off scenario)
20260423,ht9045-v899,main.cpp,8567,MISSING,//AI(ht9045-v899) 20260423: BootLog checkpoint
20260423,ht9045-v899,main.cpp,10737,MISSING,//AI(ht9045-v899) 20260423: friendly notification when 24V power not on at startup.
20260423,ht9045-v899,main.cpp,25798,MISSING,//AI(ht9045-v899) 20260423: also write to BootLog so root cause survives
20260423,ht9045-v899,main.cpp,25830,MISSING,//AI(ht9045-v899) 20260423: BootLog checkpoint - FormCreate finished without exception
20260423,ht9045-v899,uMotorTest.cpp,204,MISSING,//AI(ht9045-v899) 20260423: enable empty y stepper test
20260423,ht9045-v899,uMotorTest.cpp,205,MISSING,//AI(ht9045-v899) 20260423: enable color y stepper test
20260423,ht9045-v899,uMotorTest.cpp,206,MISSING,//AI(ht9045-v899) 20260423: enable auto1 y stepper test
20260423,ht9045-v899,uMotorTest.cpp,207,MISSING,//AI(ht9045-v899) 20260423: enable auto2 y stepper test
20260423,ht9045-v899,uMotorTest.cpp,208,MISSING,//AI(ht9045-v899) 20260423: enable auto3 y stepper test
20260424,ht9045-v899,MyLaneIo.cpp,327,MISSING,"//AI(ht9045-v899) 20260424: log 維持簡短供解析, UI 改用 BuildIOErrMessage 提供完整修法"
20260424,ht9045-v899,MyLaneIo.cpp,359,MISSING,"//AI(ht9045-v899) 20260424: log 維持簡短供解析, UI 改用 BuildIOErrMessage 提供完整修法"
20260424,ht9045-v899,MyLaneIo.cpp,439,MISSING,"//AI(ht9045-v899) 20260424: log 維持簡短供解析, UI 改用 BuildIOErrMessage 提供完整修法 (Byte 操作無 Bit, 傳 -1)"
20260424,ht9045-v899,MyLaneIo.cpp,695,MISSING,"//AI(ht9045-v899) 20260424: 加上中文說明與修法, 讓售服直接看得懂"
20260424,ht9045-v899,MyLaneIo.cpp,726,MISSING,//AI(ht9045-v899) 20260424: 將 mn200.h 內 DEV_INF_xxx enum 翻成售服看得懂的字串
20260424,ht9045-v899,MyLaneIo.cpp,757,MISSING,"//AI(ht9045-v899) 20260424: 統一 IO 錯誤訊息格式, 給售服 5 段資訊一次到位"
20260424,ht9045-v899,MyLaneIo.h,40,MISSING,//AI(ht9045-v899) 20260424: 把 mn200 device type enum 翻成可讀字串給售服
20260424,ht9045-v899,MyLaneIo.h,41,MISSING,//AI(ht9045-v899) 20260424: 統一 IO 錯誤訊息格式給售服
20260428,BVL-3766,Command.cpp,5258,same-file,//AI(BVL-3766) 20260428: GPIB SETSITEMAP_ 變更 site 後，立即重寫 GTK info.txt 的 RunSite，
20260428,BVL-3766,ProductionInfo\ProductionInfo.cpp,4948,same-file,//AI(BVL-3766) 20260428: One Side / Use Shuttle2 模式下只用 Arm2(Z=1)，
20260428,JimmyChiu,cSiteUseManager.cpp,265,same-file,//AI(JimmyChiu) 20260428: revert force-enable for e9045_1x4_4. CompactSearch performs
20260429,ht9045-v899,main.cpp,10743,MISSING,//AI(ht9045-v899) 20260429: gate the prompt so it only fires for the real
20260429,ht9045-v899,note.cpp,6689,MISSING,//AI(ht9045-v899) 20260429: 甬矽要求 EventLog 時間欄不加雙引號與前綴空格 (CASE-20260429-001)
20260429,ht9045-v899,note.cpp,6702,MISSING,//AI(ht9045-v899) 20260429: 其他客戶維持 Steven 20251107 新方法 (CASE-20260429-001)
20260430,ht9045-v899,AutoClean\uCleaning.cpp,174,MISSING,//AI(ht9045-v899) 20260430: extend AutoClean DieForce to Multi EP half.
20260430,ht9045-v899,AutoClean\uCleaning.cpp,183,MISSING,//AI(ht9045-v899) 20260430: extend AutoClean DieForce to Multi EP half.
20260430,ht9045-v899,AutoClean\uCleaning.cpp,1146,MISSING,//AI(ht9045-v899) 20260430: extend AutoClean DieForce to Multi EP half.
20260430,ht9045-v899,AutoClean\uCleaning.cpp,1503,other-file,//AI(ht9045-v899) 20260430: extend to Multi EP half.
20260430,ht9045-v899,ContactForce.cpp,532,MISSING,//AI(ht9045-v899) 20260430: removed iIndEPCnt==8 branch (was 4 site outer-only); replaced by INSTALL_DOUBLE_EP==DOUBLE_EP_MULTI half-version (2 site x 2 cyl x 2
20260430,ht9045-v899,ContactForce.cpp,709,same-file,//AI(ht9045-v899) 20260430: also show for Multi EP half (inner cyl Die Force).
20260430,ht9045-v899,ContactForce.cpp,710,MISSING,//AI(ht9045-v899) 20260430: 16 EP independent + Multi EP half (INSTALL_DOUBLE_EP==DOUBLE_EP_MULTI)
20260430,ht9045-v899,ContactForce.cpp,884,MISSING,//AI(ht9045-v899) 20260430: Multi EP half - show OneByOne tab.
20260430,ht9045-v899,ContactForce.cpp,1432,MISSING,//AI(ht9045-v899) 20260430: ported from V874.3 Ifor.
20260430,ht9045-v899,ContactForce.h,352,MISSING,//AI(ht9045-v899) 20260430: Multi EP half (INSTALL_DOUBLE_EP==DOUBLE_EP_MULTI) per-site Die Force container.
20260430,ht9045-v899,HandlerSys.cpp,421,MISSING,//AI(ht9045-v899) 20260430: removed iIndEPCnt==8 ComboBox option; INSTALL_DOUBLE_EP=3 used instead.
20260430,ht9045-v899,HandlerSys.cpp,942,MISSING,"//AI(ht9045-v899) 20260430: removed case 2 (""8""); INSTALL_DOUBLE_EP=3 used instead."
20260430,ht9045-v899,adam6024.cpp,407,MISSING,"//AI(ht9045-v899) 20260430: Multi EP board (Address[2]=172.16.8.112, physical 2nd board) for reg=1/33."
20260430,ht9045-v899,adam6024.cpp,753,other-file,//AI(ht9045-v899) 20260430: extend to Multi EP half.
20260430,ht9045-v899,adam6024.cpp,2413,MISSING,//AI(ht9045-v899) 20260430: removed iIndEPCnt==8 branch (rolled back).
20260430,ht9045-v899,adam6024.cpp,2431,MISSING,//AI(ht9045-v899) 20260430: removed iIndEPCnt==8 branch (rolled back).
20260430,ht9045-v899,adam6024.cpp,2450,MISSING,//AI(ht9045-v899) 20260430: removed iIndEPCnt==8 branch (rolled back).
20260430,ht9045-v899,adam6024.cpp,2468,MISSING,//AI(ht9045-v899) 20260430: removed iIndEPCnt==8 branch (rolled back).
20260430,ht9045-v899,adam6024.cpp,2503,MISSING,//AI(ht9045-v899) 20260430: rolled back iIndEPCnt==8 (use INSTALL_DOUBLE_EP==DOUBLE_EP_MULTI instead).
20260430,ht9045-v899,cContact.cpp,189,MISSING,//AI(ht9045-v899) 20260430: extend to Multi EP half (inner cyl Die Force kit selection).
20260430,ht9045-v899,cContact.cpp,1615,other-file,//AI(ht9045-v899) 20260430: extend to Multi EP half.
20260430,ht9045-v899,cContact.cpp,13085,same-file,//AI(ht9045-v899) 20260430: extend DoubleForce write to Multi EP half.
